,X,id,value,location,dates,measure,micrograms,value1,value2
89212,89212,1328734,0.016,Achara,16-Oct-10,Ammonium,1000,16,0.001076064
89223,89223,1328206,0.019,Decha,19-Oct-10,Ammonium,1000,19,0.001277826
89244,89244,1355091,4.43,Kohsoom,20-Oct-10,Ammonium,1000,4430,0.297935302
89281,89281,1325126,0.031,Boonsri,21-Oct-10,Ammonium,1000,31,0.002084875
89318,89318,1325860,0.035,Boonsri,21-Oct-10,Ammonium,1000,35,0.002353891
89355,89355,1326530,0.009,Boonsri,21-Oct-10,Ammonium,1000,9,0.000605286
89389,89389,1328750,0.148,Achara,22-Oct-10,Ammonium,1000,148,0.009953595
89414,89414,1325174,0.318,Boonsri,28-Oct-10,Ammonium,1000,318,0.021386778
89419,89419,1325908,0.186,Boonsri,28-Oct-10,Ammonium,1000,186,0.012509247
89424,89424,1326578,0.373,Boonsri,28-Oct-10,Ammonium,1000,373,0.025085749
89432,89432,1327135,0.154,Somchair,29-Oct-10,Ammonium,1000,154,0.010357119
89464,89464,1327731,0.059,Busarakhan,29-Oct-10,Ammonium,1000,59,0.003967987
89496,89496,1342070,0.266,Chai,29-Oct-10,Ammonium,1000,266,0.017889569
89508,89508,1343274,0.0729,Chai,29-Oct-10,Ammonium,1000,72.9,0.004902818
89520,89520,1344474,0.1391,Chai,29-Oct-10,Ammonium,1000,139.1,0.009355034
89529,89529,1325183,0.093,Boonsri,04-Nov-10,Ammonium,1000,93,0.006254624
89535,89535,1325917,0.064,Boonsri,04-Nov-10,Ammonium,1000,64,0.004304257
89541,89541,1326587,0.067,Boonsri,04-Nov-10,Ammonium,1000,67,0.004506019
89550,89550,1349608,0.037,Kannika,09-Nov-10,Ammonium,1000,37,0.002488399
89582,89582,1350217,0.042,Kannika,09-Nov-10,Ammonium,1000,42,0.002824669
89614,89614,1350826,0.138,Kannika,09-Nov-10,Ammonium,1000,138,0.009281055
89646,89646,1351435,0.222,Sakda,10-Nov-10,Ammonium,1000,222,0.014930392
89678,89678,1352044,0.254,Sakda,10-Nov-10,Ammonium,1000,254,0.017082521
89710,89710,1352653,0.262,Sakda,10-Nov-10,Ammonium,1000,262,0.017620553
89739,89739,1325200,0.147,Boonsri,11-Nov-10,Ammonium,1000,147,0.009886341
89745,89745,1338996,0.318,Tansanee,12-Nov-10,Ammonium,1000,318,0.021386778
89752,89752,1328784,0.054,Achara,13-Nov-10,Ammonium,1000,54,0.003631717
89761,89761,1342103,0.107,Chai,13-Nov-10,Ammonium,1000,107,0.00719618
89793,89793,1343307,0.132,Chai,13-Nov-10,Ammonium,1000,132,0.00887753
89825,89825,1344507,0.119,Chai,13-Nov-10,Ammonium,1000,119,0.008003228
89859,89859,1325216,0.311,Boonsri,18-Nov-10,Ammonium,1000,311,0.020916
89891,89891,1325941,0.287,Boonsri,18-Nov-10,Ammonium,1000,287,0.019301903
89923,89923,1326611,0.264,Boonsri,18-Nov-10,Ammonium,1000,264,0.017755061
89952,89952,1328233,0.165,Decha,18-Nov-10,Ammonium,1000,165,0.011096913
89968,89968,1328797,0.109,Achara,19-Nov-10,Ammonium,1000,109,0.007330688
89991,89991,1339012,0.151,Tansanee,19-Nov-10,Ammonium,1000,151,0.010155357
90003,90003,1325258,0.225,Boonsri,24-Nov-10,Ammonium,1000,225,0.015132154
90016,90016,1355148,5.11,Kohsoom,24-Nov-10,Ammonium,1000,5110,0.343668034
90047,90047,1342165,0.15,Chai,26-Nov-10,Ammonium,1000,150,0.010088103
90058,90058,1343369,0.127,Chai,26-Nov-10,Ammonium,1000,127,0.00854126
90069,90069,1344569,0.075,Chai,26-Nov-10,Ammonium,1000,75,0.005044051
90080,90080,1327186,0.649,Somchair,27-Nov-10,Ammonium,1000,649,0.043647858
90112,90112,1327782,0.508,Busarakhan,27-Nov-10,Ammonium,1000,508,0.034165041
90144,90144,1342183,0.116,Chai,28-Nov-10,Ammonium,1000,116,0.007801466
90155,90155,1343387,0.123,Chai,28-Nov-10,Ammonium,1000,123,0.008272244
90166,90166,1344587,0.132,Chai,28-Nov-10,Ammonium,1000,132,0.00887753
90174,90174,1325270,0.073,Boonsri,03-Dec-10,Ammonium,1000,73,0.004909543
90182,90182,1325983,0.064,Boonsri,03-Dec-10,Ammonium,1000,64,0.004304257
90190,90190,1326653,0.124,Boonsri,03-Dec-10,Ammonium,1000,124,0.008339498
90201,90201,1339036,0.484,Tansanee,04-Dec-10,Ammonium,1000,484,0.032550945
90212,90212,1325289,0.279,Boonsri,09-Dec-10,Ammonium,1000,279,0.018763871
90220,90220,1326002,0.116,Boonsri,09-Dec-10,Ammonium,1000,116,0.007801466
90228,90228,1326672,0.147,Boonsri,09-Dec-10,Ammonium,1000,147,0.009886341
90239,90239,1327236,0.3,Somchair,09-Dec-10,Ammonium,1000,300,0.020176206
90270,90270,1327832,0.324,Busarakhan,09-Dec-10,Ammonium,1000,324,0.021790302
90298,90298,1328823,0.155,Achara,10-Dec-10,Ammonium,1000,155,0.010424373
90306,90306,1328837,0.155,Achara,11-Dec-10,Ammonium,1000,155,0.010424373
90329,90329,1342213,0.127,Chai,11-Dec-10,Ammonium,1000,127,0.00854126
90359,90359,1343417,0.097,Chai,11-Dec-10,Ammonium,1000,97,0.00652364
90389,90389,1344617,0.105,Chai,11-Dec-10,Ammonium,1000,105,0.007061672
90419,90419,1349658,0.085,Kannika,11-Dec-10,Ammonium,1000,85,0.005716592
90449,90449,1350267,0.064,Kannika,11-Dec-10,Ammonium,1000,64,0.004304257
90479,90479,1350876,0.078,Kannika,11-Dec-10,Ammonium,1000,78,0.005245813
90509,90509,1351485,0.127,Sakda,11-Dec-10,Ammonium,1000,127,0.00854126
90539,90539,1352094,0.113,Sakda,11-Dec-10,Ammonium,1000,113,0.007599704
90569,90569,1352703,0.119,Sakda,11-Dec-10,Ammonium,1000,119,0.008003228
90599,90599,1342261,0.145,Chai,15-Dec-10,Ammonium,1000,145,0.009751833
90611,90611,1343465,0.121,Chai,15-Dec-10,Ammonium,1000,121,0.008137736
90623,90623,1344665,0.114,Chai,15-Dec-10,Ammonium,1000,114,0.007666958
90637,90637,1355200,4.01,Kohsoom,15-Dec-10,Ammonium,1000,4010,0.269688614
90672,90672,1325307,0.792,Boonsri,16-Dec-10,Ammonium,1000,792,0.053265183
90698,90698,1328259,0.197,Decha,16-Dec-10,Ammonium,1000,197,0.013249042
90718,90718,1342281,0.208,Chai,18-Dec-10,Ammonium,1000,208,0.013988836
90730,90730,1343485,0.157,Chai,18-Dec-10,Ammonium,1000,157,0.010558881
90742,90742,1344685,0.118,Chai,18-Dec-10,Ammonium,1000,118,0.007935974
90751,90751,1613270,0.311,Boonsri,06-Jan-11,Ammonium,1000,311,0.020916
90756,90756,1614241,0.139,Boonsri,06-Jan-11,Ammonium,1000,139,0.009348309
90761,90761,1615084,0.419,Boonsri,06-Jan-11,Ammonium,1000,419,0.028179434
90770,90770,1638149,0.176,Sakda,13-Jan-11,Ammonium,1000,176,0.011836707
90802,90802,1639011,0.218,Sakda,13-Jan-11,Ammonium,1000,218,0.014661376
90834,90834,1639873,0.174,Sakda,13-Jan-11,Ammonium,1000,174,0.011702199
90865,90865,1628278,0.169,Chai,14-Jan-11,Ammonium,1000,169,0.011365929
90895,90895,1629337,0.431,Chai,14-Jan-11,Ammonium,1000,431,0.028986482
90925,90925,1630396,0.192,Chai,14-Jan-11,Ammonium,1000,192,0.012912772
90956,90956,1635493,0.124,Kannika,15-Jan-11,Ammonium,1000,124,0.008339498
90987,90987,1636379,0.249,Kannika,15-Jan-11,Ammonium,1000,249,0.016746251
91018,91018,1637265,0.113,Kannika,15-Jan-11,Ammonium,1000,113,0.007599704
91050,91050,1613300,0.419,Boonsri,20-Jan-11,Ammonium,1000,419,0.028179434
91084,91084,1614271,0.544,Boonsri,20-Jan-11,Ammonium,1000,544,0.036586186
91118,91118,1615114,0.536,Boonsri,20-Jan-11,Ammonium,1000,536,0.036048154
91151,91151,1616883,0.509,Decha,21-Jan-11,Ammonium,1000,509,0.034232295
91173,91173,1617250,0.105,Achara,21-Jan-11,Ammonium,1000,105,0.007061672
91193,91193,1617282,0.219,Achara,22-Jan-11,Ammonium,1000,219,0.01472863
91208,91208,1628333,0.26,Chai,26-Jan-11,Ammonium,1000,260,0.017486045
91216,91216,1629392,0.198,Chai,26-Jan-11,Ammonium,1000,198,0.013316296
91224,91224,1630451,0.154,Chai,26-Jan-11,Ammonium,1000,154,0.010357119
91234,91234,1643319,3.59,Kohsoom,26-Jan-11,Ammonium,1000,3590,0.241441926
91268,91268,1626155,0.569,Tansanee,29-Jan-11,Ammonium,1000,569,0.038267536
91279,91279,1615926,0.188,Somchair,30-Jan-11,Ammonium,1000,188,0.012643755
91310,91310,1616405,0.217,Busarakhan,30-Jan-11,Ammonium,1000,217,0.014594122
91337,91337,1613356,0.209,Boonsri,04-Feb-11,Ammonium,1000,209,0.01405609
91342,91342,1614327,0.155,Boonsri,04-Feb-11,Ammonium,1000,155,0.010424373
91347,91347,1615170,0.178,Boonsri,04-Feb-11,Ammonium,1000,178,0.011971215
91356,91356,1635564,0.344,Kannika,10-Feb-11,Ammonium,1000,344,0.023135382
91380,91380,1636450,0.324,Kannika,10-Feb-11,Ammonium,1000,324,0.021790302
91404,91404,1637336,0.342,Kannika,10-Feb-11,Ammonium,1000,342,0.023000874
91428,91428,1638223,0.232,Sakda,10-Feb-11,Ammonium,1000,232,0.015602932
91457,91457,1639085,0.182,Sakda,10-Feb-11,Ammonium,1000,182,0.012240231
91486,91486,1639947,0.254,Sakda,10-Feb-11,Ammonium,1000,254,0.017082521
91512,91512,1617301,0.216,Achara,11-Feb-11,Ammonium,1000,216,0.014526868
91532,91532,1628363,0.207,Chai,11-Feb-11,Ammonium,1000,207,0.013921582
91554,91554,1629422,0.248,Chai,11-Feb-11,Ammonium,1000,248,0.016678997
91576,91576,1630481,0.186,Chai,11-Feb-11,Ammonium,1000,186,0.012509247
91598,91598,1635603,0.134,Kannika,12-Feb-11,Ammonium,1000,134,0.009012038
91625,91625,1636489,0.169,Kannika,12-Feb-11,Ammonium,1000,169,0.011365929
91652,91652,1637375,0.248,Kannika,12-Feb-11,Ammonium,1000,248,0.016678997
91675,91675,1626165,0.364,Tansanee,13-Feb-11,Ammonium,1000,364,0.024480463
91685,91685,1613385,0.116,Boonsri,17-Feb-11,Ammonium,1000,116,0.007801466
91715,91715,1614356,0.058,Boonsri,17-Feb-11,Ammonium,1000,58,0.003900733
91745,91745,1615199,0.054,Boonsri,17-Feb-11,Ammonium,1000,54,0.003631717
91771,91771,1617329,0.139,Achara,18-Feb-11,Ammonium,1000,139,0.009348309
91795,91795,1626179,0.367,Tansanee,18-Feb-11,Ammonium,1000,367,0.024682225
91809,91809,1628404,0.26,Chai,18-Feb-11,Ammonium,1000,260,0.017486045
91818,91818,1629463,0.184,Chai,18-Feb-11,Ammonium,1000,184,0.012374739
91827,91827,1630522,0.149,Chai,18-Feb-11,Ammonium,1000,149,0.010020849
91837,91837,1616916,0.24,Decha,19-Feb-11,Ammonium,1000,240,0.016140964
91864,91864,1643369,3.08,Kohsoom,25-Feb-11,Ammonium,1000,3080,0.207142377
91896,91896,1615971,0.539,Somchair,26-Feb-11,Ammonium,1000,539,0.036249916
91922,91922,1616450,0.329,Busarakhan,26-Feb-11,Ammonium,1000,329,0.022126572
91944,91944,1626193,0.949,Tansanee,04-Mar-11,Ammonium,1000,949,0.063824063
91953,91953,1628439,0.293,Chai,09-Mar-11,Ammonium,1000,293,0.019705427
91975,91975,1629498,0.138,Chai,09-Mar-11,Ammonium,1000,138,0.009281055
91997,91997,1630557,0.22,Chai,09-Mar-11,Ammonium,1000,220,0.014795884
92015,92015,1613442,0.059,Boonsri,10-Mar-11,Ammonium,1000,59,0.003967987
92023,92023,1614413,0.101,Boonsri,10-Mar-11,Ammonium,1000,101,0.006792656
92031,92031,1615256,0.233,Boonsri,10-Mar-11,Ammonium,1000,233,0.015670186
92043,92043,1638294,0.153,Sakda,10-Mar-11,Ammonium,1000,153,0.010289865
92069,92069,1639156,0.134,Sakda,10-Mar-11,Ammonium,1000,134,0.009012038
92095,92095,1640018,0.082,Sakda,10-Mar-11,Ammonium,1000,82,0.00551483
92121,92121,1626207,1.225,Tansanee,11-Mar-11,Ammonium,1000,1225,0.082386173
92132,92132,1635671,0.17,Kannika,11-Mar-11,Ammonium,1000,170,0.011433183
92155,92155,1636557,0.142,Kannika,11-Mar-11,Ammonium,1000,142,0.009550071
92178,92178,1637443,0.252,Kannika,11-Mar-11,Ammonium,1000,252,0.016948013
92201,92201,1616950,0.162,Decha,17-Mar-11,Ammonium,1000,162,0.010895151
92218,92218,1617362,0.157,Achara,18-Mar-11,Ammonium,1000,157,0.010558881
92245,92245,1613470,0.085,Boonsri,19-Mar-11,Ammonium,1000,85,0.005716592
92273,92273,1614441,0.077,Boonsri,19-Mar-11,Ammonium,1000,77,0.005178559
92301,92301,1615284,0.077,Boonsri,19-Mar-11,Ammonium,1000,77,0.005178559
92324,92324,1626217,0.338,Tansanee,23-Mar-11,Ammonium,1000,338,0.022731858
92332,92332,1628488,0.124,Chai,25-Mar-11,Ammonium,1000,124,0.008339498
92344,92344,1629547,0.103,Chai,25-Mar-11,Ammonium,1000,103,0.006927164
92356,92356,1630606,0.18,Chai,25-Mar-11,Ammonium,1000,180,0.012105723
92369,92369,1616011,0.416,Somchair,26-Mar-11,Ammonium,1000,416,0.027977672
92393,92393,1616490,0.593,Busarakhan,26-Mar-11,Ammonium,1000,593,0.039881633
92418,92418,1643417,4.14,Kohsoom,30-Mar-11,Ammonium,1000,4140,0.278431636
92447,92447,1617398,0.038,Achara,31-Mar-11,Ammonium,1000,38,0.002555653
92470,92470,1635733,0.267,Kannika,06-Apr-11,Ammonium,1000,267,0.017956823
92494,92494,1636619,0.211,Kannika,06-Apr-11,Ammonium,1000,211,0.014190598
92518,92518,1637505,0.177,Kannika,06-Apr-11,Ammonium,1000,177,0.011903961
92542,92542,1638361,0.291,Sakda,07-Apr-11,Ammonium,1000,291,0.019570919
92568,92568,1639223,0.232,Sakda,07-Apr-11,Ammonium,1000,232,0.015602932
92594,92594,1640085,0.187,Sakda,07-Apr-11,Ammonium,1000,187,0.012576501
92620,92620,1628520,0.127,Chai,08-Apr-11,Ammonium,1000,127,0.00854126
92640,92640,1629579,0.179,Chai,08-Apr-11,Ammonium,1000,179,0.012038469
92660,92660,1630638,0.146,Chai,08-Apr-11,Ammonium,1000,146,0.009819087
92676,92676,1613525,0.064,Boonsri,09-Apr-11,Ammonium,1000,64,0.004304257
92681,92681,1614496,0.064,Boonsri,09-Apr-11,Ammonium,1000,64,0.004304257
92686,92686,1615339,0.057,Boonsri,09-Apr-11,Ammonium,1000,57,0.003833479
92695,92695,1626231,0.141,Tansanee,09-Apr-11,Ammonium,1000,141,0.009482817
92717,92717,1616048,0.127,Somchair,13-Apr-11,Ammonium,1000,127,0.00854126
92740,92740,1616527,0.131,Busarakhan,13-Apr-11,Ammonium,1000,131,0.008810276
92763,92763,1616978,0.06,Decha,15-Apr-11,Ammonium,1000,60,0.004035241
92787,92787,1617431,0,Achara,16-Apr-11,Ammonium,1000,0,0
92810,92810,1617468,0.028,Achara,22-Apr-11,Ammonium,1000,28,0.001883113
92828,92828,1613556,0.065,Boonsri,23-Apr-11,Ammonium,1000,65,0.004371511
92854,92854,1628566,0.232,Chai,23-Apr-11,Ammonium,1000,232,0.015602932
92863,92863,1629625,0.075,Chai,23-Apr-11,Ammonium,1000,75,0.005044051
92872,92872,1630684,0.106,Chai,23-Apr-11,Ammonium,1000,106,0.007128926
92883,92883,1643465,2.39,Kohsoom,27-Apr-11,Ammonium,1000,2390,0.160737104
92911,92911,1626253,0.357,Tansanee,08-May-11,Ammonium,1000,357,0.024009685
92916,92916,1613609,0.155,Boonsri,12-May-11,Ammonium,1000,155,0.010424373
92924,92924,1614539,0.132,Boonsri,12-May-11,Ammonium,1000,132,0.00887753
92932,92932,1615382,0.124,Boonsri,12-May-11,Ammonium,1000,124,0.008339498
92944,92944,1635806,0.081,Kannika,12-May-11,Ammonium,1000,81,0.005447575
92971,92971,1636692,0.07,Kannika,12-May-11,Ammonium,1000,70,0.004707781
92998,92998,1637578,0.059,Kannika,12-May-11,Ammonium,1000,59,0.003967987
93025,93025,1638435,0.078,Sakda,12-May-11,Ammonium,1000,78,0.005245813
93054,93054,1639297,0.101,Sakda,12-May-11,Ammonium,1000,101,0.006792656
93083,93083,1640159,0.087,Sakda,12-May-11,Ammonium,1000,87,0.0058511
93109,93109,1617488,0.108,Achara,13-May-11,Ammonium,1000,108,0.007263434
93135,93135,1613635,0.038,Boonsri,18-May-11,Ammonium,1000,38,0.002555653
93163,93163,1643515,3.96,Kohsoom,18-May-11,Ammonium,1000,3960,0.266325913
93195,93195,1626267,0.096,Tansanee,19-May-11,Ammonium,1000,96,0.006456386
93205,93205,1617013,0.087,Decha,20-May-11,Ammonium,1000,87,0.0058511
93232,93232,1638485,0.205,Sakda,21-May-11,Ammonium,1000,205,0.013787074
93245,93245,1639347,0.173,Sakda,21-May-11,Ammonium,1000,173,0.011634945
93258,93258,1640209,0.234,Sakda,21-May-11,Ammonium,1000,234,0.01573744
93272,93272,1628610,0.177,Chai,22-May-11,Ammonium,1000,177,0.011903961
93297,93297,1629669,0.093,Chai,22-May-11,Ammonium,1000,93,0.006254624
93322,93322,1630728,0.179,Chai,22-May-11,Ammonium,1000,179,0.012038469
93346,93346,1635855,0.125,Kannika,22-May-11,Ammonium,1000,125,0.008406752
93359,93359,1636741,0.1,Kannika,22-May-11,Ammonium,1000,100,0.006725402
93372,93372,1637627,0.128,Kannika,22-May-11,Ammonium,1000,128,0.008608514
93386,93386,1628653,0.119,Chai,26-May-11,Ammonium,1000,119,0.008003228
93399,93399,1629712,0.112,Chai,26-May-11,Ammonium,1000,112,0.00753245
93412,93412,1630771,0.128,Chai,26-May-11,Ammonium,1000,128,0.008608514
93425,93425,1616084,0.375,Somchair,27-May-11,Ammonium,1000,375,0.025220257
93450,93450,1616563,0.322,Busarakhan,27-May-11,Ammonium,1000,322,0.021655794
93472,93472,1617524,0.073,Achara,27-May-11,Ammonium,1000,73,0.004909543
93490,93490,1626277,0.045,Tansanee,01-Jun-11,Ammonium,1000,45,0.003026431
93499,93499,1626292,0.152,Tansanee,10-Jun-11,Ammonium,1000,152,0.010222611
93513,93513,1617556,0.076,Achara,11-Jun-11,Ammonium,1000,76,0.005111305
93538,93538,1617050,0.07,Decha,17-Jun-11,Ammonium,1000,70,0.004707781
93563,93563,1617592,0.041,Achara,17-Jun-11,Ammonium,1000,41,0.002757415
93589,93589,1628694,0.306,Chai,18-Jun-11,Ammonium,1000,306,0.02057973
93618,93618,1629753,0.358,Chai,18-Jun-11,Ammonium,1000,358,0.024076939
93647,93647,1630812,0.315,Chai,18-Jun-11,Ammonium,1000,315,0.021185016
93676,93676,1635901,0.126,Kannika,18-Jun-11,Ammonium,1000,126,0.008474006
93707,93707,1636787,0.118,Kannika,18-Jun-11,Ammonium,1000,118,0.007935974
93738,93738,1637673,0.112,Kannika,18-Jun-11,Ammonium,1000,112,0.00753245
93769,93769,1638532,0.121,Sakda,18-Jun-11,Ammonium,1000,121,0.008137736
93800,93800,1639394,0.13,Sakda,18-Jun-11,Ammonium,1000,130,0.008743022
93831,93831,1640256,0.124,Sakda,18-Jun-11,Ammonium,1000,124,0.008339498
93863,93863,1613712,0.17,Boonsri,23-Jun-11,Ammonium,1000,170,0.011433183
93897,93897,1614601,0.139,Boonsri,23-Jun-11,Ammonium,1000,139,0.009348309
93931,93931,1615444,0.066,Boonsri,23-Jun-11,Ammonium,1000,66,0.004438765
93964,93964,1628743,0.286,Chai,24-Jun-11,Ammonium,1000,286,0.019234649
93977,93977,1629802,0.339,Chai,24-Jun-11,Ammonium,1000,339,0.022799112
93990,93990,1630861,0.306,Chai,24-Jun-11,Ammonium,1000,306,0.02057973
93999,93999,1635947,0.14,Kannika,26-Jun-11,Ammonium,1000,140,0.009415563
94005,94005,1636833,0.147,Kannika,26-Jun-11,Ammonium,1000,147,0.009886341
94011,94011,1637719,0.132,Kannika,26-Jun-11,Ammonium,1000,132,0.00887753
94017,94017,1638578,0.165,Sakda,26-Jun-11,Ammonium,1000,165,0.011096913
94024,94024,1639440,0.122,Sakda,26-Jun-11,Ammonium,1000,122,0.00820499
94031,94031,1640302,0.097,Sakda,26-Jun-11,Ammonium,1000,97,0.00652364
94042,94042,1616123,0.605,Somchair,29-Jun-11,Ammonium,1000,605,0.040688681
94070,94070,1616602,0.685,Busarakhan,29-Jun-11,Ammonium,1000,685,0.046069003
94099,94099,1643564,3.31,Kohsoom,30-Jun-11,Ammonium,1000,3310,0.222610801
94129,94129,1626309,0.128,Tansanee,08-Jul-11,Ammonium,1000,128,0.008608514
94138,94138,1638606,0.153,Sakda,08-Jul-11,Ammonium,1000,153,0.010289865
94159,94159,1639468,0.193,Sakda,08-Jul-11,Ammonium,1000,193,0.012980026
94180,94180,1640330,0.144,Sakda,08-Jul-11,Ammonium,1000,144,0.009684579
94198,94198,1617629,0.028,Achara,09-Jul-11,Ammonium,1000,28,0.001883113
94215,94215,1643615,1.8715,Kohsoom,13-Jul-11,Ammonium,1000,1871.5,0.125865895
94246,94246,1617648,0,Achara,14-Jul-11,Ammonium,1000,0,0
94272,94272,1635980,0.272,Kannika,14-Jul-11,Ammonium,1000,272,0.018293093
94296,94296,1636866,0.226,Kannika,14-Jul-11,Ammonium,1000,226,0.015199408
94320,94320,1637752,0.211,Kannika,14-Jul-11,Ammonium,1000,211,0.014190598
94344,94344,1628784,0.338,Chai,17-Jul-11,Ammonium,1000,338,0.022731858
94367,94367,1629843,0.198,Chai,17-Jul-11,Ammonium,1000,198,0.013316296
94390,94390,1630902,0.173,Chai,17-Jul-11,Ammonium,1000,173,0.011634945
94414,94414,1613788,0.085,Boonsri,20-Jul-11,Ammonium,1000,85,0.005716592
94448,94448,1614677,0.068,Boonsri,20-Jul-11,Ammonium,1000,68,0.004573273
94482,94482,1615520,0.073,Boonsri,20-Jul-11,Ammonium,1000,73,0.004909543
94514,94514,1617086,0.052,Decha,20-Jul-11,Ammonium,1000,52,0.003497209
94534,94534,1626324,0.241,Tansanee,21-Jul-11,Ammonium,1000,241,0.016208218
94548,94548,1628830,0.082,Chai,28-Jul-11,Ammonium,1000,82,0.00551483
94559,94559,1629889,0.15,Chai,28-Jul-11,Ammonium,1000,150,0.010088103
94570,94570,1630948,0.173,Chai,28-Jul-11,Ammonium,1000,173,0.011634945
94578,94578,1636026,0.148,Kannika,30-Jul-11,Ammonium,1000,148,0.009953595
94584,94584,1636912,0.138,Kannika,30-Jul-11,Ammonium,1000,138,0.009281055
94590,94590,1637798,0.133,Kannika,30-Jul-11,Ammonium,1000,133,0.008944784
94596,94596,1638655,0.17,Sakda,30-Jul-11,Ammonium,1000,170,0.011433183
94602,94602,1639517,0.173,Sakda,30-Jul-11,Ammonium,1000,173,0.011634945
94608,94608,1640379,0.182,Sakda,30-Jul-11,Ammonium,1000,182,0.012240231
94617,94617,1616164,0.235,Somchair,03-Aug-11,Ammonium,1000,235,0.015804694
94646,94646,1616643,0.158,Busarakhan,03-Aug-11,Ammonium,1000,158,0.010626135
94674,94674,1628852,0.329,Chai,03-Aug-11,Ammonium,1000,329,0.022126572
94702,94702,1629911,0.35,Chai,03-Aug-11,Ammonium,1000,350,0.023538906
94730,94730,1630970,0.294,Chai,03-Aug-11,Ammonium,1000,294,0.019772681
94756,94756,1617685,0.069,Achara,04-Aug-11,Ammonium,1000,69,0.004640527
94768,94768,1626339,0.113,Tansanee,05-Aug-11,Ammonium,1000,113,0.007599704
94776,94776,1636047,0.185,Kannika,06-Aug-11,Ammonium,1000,185,0.012441993
94803,94803,1636933,0.027,Kannika,06-Aug-11,Ammonium,1000,27,0.001815858
94830,94830,1637819,0.075,Kannika,06-Aug-11,Ammonium,1000,75,0.005044051
94857,94857,1638676,0.212,Sakda,06-Aug-11,Ammonium,1000,212,0.014257852
94885,94885,1639538,0.031,Sakda,06-Aug-11,Ammonium,1000,31,0.002084875
94913,94913,1640400,0.12,Sakda,06-Aug-11,Ammonium,1000,120,0.008070482
94939,94939,1617704,0.027,Achara,11-Aug-11,Ammonium,1000,27,0.001815858
94961,94961,1638717,0.188,Sakda,11-Aug-11,Ammonium,1000,188,0.012643755
94967,94967,1639579,0.18,Sakda,11-Aug-11,Ammonium,1000,180,0.012105723
94973,94973,1640441,0.223,Sakda,11-Aug-11,Ammonium,1000,223,0.014997646
94983,94983,1626354,0.133,Tansanee,12-Aug-11,Ammonium,1000,133,0.008944784
94993,94993,1628903,0.212,Chai,12-Aug-11,Ammonium,1000,212,0.014257852
95004,95004,1629962,0.21,Chai,12-Aug-11,Ammonium,1000,210,0.014123344
95015,95015,1631021,0.231,Chai,12-Aug-11,Ammonium,1000,231,0.015535678
95026,95026,1628921,0.084,Chai,14-Aug-11,Ammonium,1000,84,0.005649338
95037,95037,1629980,0.096,Chai,14-Aug-11,Ammonium,1000,96,0.006456386
95048,95048,1631039,0.114,Chai,14-Aug-11,Ammonium,1000,114,0.007666958
95061,95061,1613867,0.116,Boonsri,18-Aug-11,Ammonium,1000,116,0.007801466
95095,95095,1614756,0.054,Boonsri,18-Aug-11,Ammonium,1000,54,0.003631717
95129,95129,1615599,0.054,Boonsri,18-Aug-11,Ammonium,1000,54,0.003631717
95162,95162,1617115,0.065,Decha,18-Aug-11,Ammonium,1000,65,0.004371511
95179,95179,1636102,0.175,Kannika,25-Aug-11,Ammonium,1000,175,0.011769453
95187,95187,1636988,0.193,Kannika,25-Aug-11,Ammonium,1000,193,0.012980026
